Unnamed: 0,titles,category
335,방심위      바이든 날리면  보도 재심의,Politics
336, 대통령 취임 후 국민의힘  원톱   번 교체    년지기 한동훈은   이슈  ,Politics
337,   사진만 찍고 갔다  항의 소동에  허은아    어깨 두드리며 상인 눈물 외면 ,Politics
338,대통령실 한동훈 갈등 수습 봉합 국면,Politics
339,김은혜  재건축이 국민 삶 망가뜨린다는 민주당 발상 김병욱  분당 주민 앞서 당부터 설득해야 ,Politics
340,민주당 공관위  국회의원 입후보자 간 인신공격 엄격히 조처 ,Politics
341,국방위원장   우리 북한 에     은  옆집 돌   이재명 망언  비참한 안보관 ,Politics
342,눈 맞으며   기다린 한동훈   폴더 인사 로 갈등 봉합,Politics
343,                응집력 급격히 약화된 친윤  홍위병 ,Politics
344,여야 원로들  당정  국민에 안정감 줘야  갈등만 거듭하면 무책임  지적,Politics
345,먼저 온 한동훈   에   도 인사 공멸 위기감에  극적인 봉합   당정 갈등 일단락 ,Politics
346, 명품백 의혹  사태 공개 사과는 없을 듯  제 부속실 설치 규모 시기 등 놓고 고심  당정 갈등 일단락 ,Politics
347,     도 인사 하자     어깨 툭  쳐  민생 얘기만 주고 받았다 ,Politics
348, 이재명이 제안  이언주  탈당  일만에 민주당 복당  고심 ,Politics
349, 이낙연 신당 에 싸늘한 호남  지대 광주 출마 압박,Politics
350,잿더미 바라보며 갈등 불끄기  어디 장소가 없어서  비판도,Politics
351,한동훈    존중 신뢰 변함없다    민생 고리로 파국 피했다,Politics
352,공지영  조국에 실망했다  하태경  진심으로 응원한다 ,Politics
353, 국정 기조 안 바꾸면 대통령도 불행해진다 ,Politics
354,트럼프 헤일리  양자구도 첫 대결,Politics
355,민주당  잿더미 된 시장을  브로맨스 화해쇼  배경으로 삼나 ,Politics
356,이재명  대장동 재판  출석했다 몸 상태 악화로 오후 퇴정 종합 ,Politics
357,  정청래  예비후보  명 후원회장  시끌   친명 또  자객 출마 ,Politics
358,보수논객마저 쓴소리    잿더미서 윤석열 한동훈 화해연극  ,Politics
359,김은혜  재건축이 국민 삶 망가뜨린다는 민주당 발상 김병욱  분당 주민 앞서 당부터 설득해야 ,Politics
360,민주당 공관위  국회의원 입후보자 간 인신공격 엄격히 조처 ,Politics
361,국방위원장   우리 북한 에     은  옆집 돌   이재명 망언  비참한 안보관 ,Politics
362,눈 맞으며   기다린 한동훈   폴더 인사 로 갈등 봉합,Politics
363,                응집력 급격히 약화된 친윤  홍위병 ,Politics
364,여야 원로들  당정  국민에 안정감 줘야  갈등만 거듭하면 무책임  지적,Politics
365,먼저 온 한동훈   에   도 인사 공멸 위기감에  극적인 봉합   당정 갈등 일단락 ,Politics
366, 명품백 의혹  사태 공개 사과는 없을 듯  제 부속실 설치 규모 시기 등 놓고 고심  당정 갈등 일단락 ,Politics
367,     도 인사 하자     어깨 툭  쳐  민생 얘기만 주고 받았다 ,Politics
368, 이재명이 제안  이언주  탈당  일만에 민주당 복당  고심 ,Politics
369, 이낙연 신당 에 싸늘한 호남  지대 광주 출마 압박,Politics
370,잿더미 바라보며 갈등 불끄기  어디 장소가 없어서  비판도,Politics
371,한동훈    존중 신뢰 변함없다    민생 고리로 파국 피했다,Politics
372,공지영  조국에 실망했다  하태경  진심으로 응원한다 ,Politics
373, 국정 기조 안 바꾸면 대통령도 불행해진다 ,Politics
374,트럼프 헤일리  양자구도 첫 대결,Politics
375,민주당  잿더미 된 시장을  브로맨스 화해쇼  배경으로 삼나 ,Politics
376,이재명  대장동 재판  출석했다 몸 상태 악화로 오후 퇴정 종합 ,Politics
377,  정청래  예비후보  명 후원회장  시끌   친명 또  자객 출마 ,Politics
378,보수논객마저 쓴소리    잿더미서 윤석열 한동훈 화해연극  ,Politics
379,김은혜  재건축이 국민 삶 망가뜨린다는 민주당 발상 김병욱  분당 주민 앞서 당부터 설득해야 ,Politics
380,민주당 공관위  국회의원 입후보자 간 인신공격 엄격히 조처 ,Politics
381,국방위원장   우리 북한 에     은  옆집 돌   이재명 망언  비참한 안보관 ,Politics
382,눈 맞으며   기다린 한동훈   폴더 인사 로 갈등 봉합,Politics
383,                응집력 급격히 약화된 친윤  홍위병 ,Politics
384,여야 원로들  당정  국민에 안정감 줘야  갈등만 거듭하면 무책임  지적,Politics
385,먼저 온 한동훈   에   도 인사 공멸 위기감에  극적인 봉합   당정 갈등 일단락 ,Politics
386, 명품백 의혹  사태 공개 사과는 없을 듯  제 부속실 설치 규모 시기 등 놓고 고심  당정 갈등 일단락 ,Politics
387,     도 인사 하자     어깨 툭  쳐  민생 얘기만 주고 받았다 ,Politics
388, 이재명이 제안  이언주  탈당  일만에 민주당 복당  고심 ,Politics
389, 이낙연 신당 에 싸늘한 호남  지대 광주 출마 압박,Politics
390,잿더미 바라보며 갈등 불끄기  어디 장소가 없어서  비판도,Politics
391,한동훈    존중 신뢰 변함없다    민생 고리로 파국 피했다,Politics
392,공지영  조국에 실망했다  하태경  진심으로 응원한다 ,Politics
393, 국정 기조 안 바꾸면 대통령도 불행해진다 ,Politics
394,트럼프 헤일리  양자구도 첫 대결,Politics
395,민주당  잿더미 된 시장을  브로맨스 화해쇼  배경으로 삼나 ,Politics
396,이재명  대장동 재판  출석했다 몸 상태 악화로 오후 퇴정 종합 ,Politics
397,  정청래  예비후보  명 후원회장  시끌   친명 또  자객 출마 ,Politics
398,보수논객마저 쓴소리    잿더미서 윤석열 한동훈 화해연극  ,Politics
399, 선거 지면 돌아갈 곳 없다  한동훈 배수진,Politics
400,박지원의 예언  한동훈  결국 항복하고  용핵관  대거 공천할 것 ,Politics
401,총선 앞 현실론에 갈등 봉합한      대통령님에 대해 깊은 존중과 신뢰 ,Politics
402, 대통령에 깊은 존중과 신뢰   김경율   명품백   물었더니   현장영상 ,Politics
403,   아침회의서  한동훈 서천 온다  보고 받고 흔쾌히  가자 ,Politics
404, 윤 한 갈등  봉합 수순 한  깊은 존중과 신뢰 변함 없어  종합 ,Politics
405, 탈당만 세 번  이언주 전 의원  돌고돌아 민주당 재입당할 듯,Politics
406,이재명  이언주에 복당 권유    진지하게 고민하겠다 ,Politics
407,윤 대통령  한 위원장 어깨  툭  미소  이틀 만에  화해 모드 ,Politics
408,조응천  친명 원외  수박 나가니까 친문 이해찬계도 나가라고 압박 ,Politics
409,서로 일정 조절한       도 인사에 상경열차도 동승,Politics
410,윤석열 한동훈  서천화재 공동 대처  갈등 불씨는 남아,Politics
411, 강성희 퇴장  국회 운영위 파행    경호법 위반       사과하라 ,Politics
412, 한동훈도 서천 온답니다    현장 방문 계획하던  과 통했다,Politics
413,한동훈이 여당 내 야당        갈등 봉합에도 불안한  ,Politics
414, 국힘 탈당  이언주에 이재명 복당 권유    고민하겠다 ,Politics
415,한동훈  대통령 깊은 존중 신뢰 변함없어   김건희 명품백 엔 침묵,Politics
416,비명 지역구 노리는 친명 비례 의원들    선명성  경쟁 조짐,Politics
417,이언주  이재명 복당 제안에 고심중 ,Politics
418, 단독   문재인 대통령의 입  강민석 전 청와대 대변인  민주당 입당,Politics
419,윤 대통령과 한동훈  정치적 갈등일까  인간적 손절일까  중립기어 라이브 ,Politics
420,민주  사천이든 공천이든 대통령실  총선 개입 ,Politics
421,김주영  지역 숙원 인하대병원 설립 논의   대학 측 설립 의지 확고 ,Politics
422, 외식비 줄이지 애들 공부시킬 돈은 안 줄여  민주로 간  전직 현대차 사장 의 비판,Politics
423, 분열은 공멸  공감대  갈등봉합 나선 당정  해법은 숙제,Politics
424,민주당  선거제  변심에 정의당  가시밭길 예고,Politics
425,갈등 봉합  윤 대통령 만난 한동훈  민생 얘기만 했다 ,Politics
426, 국회 우습나    분만에 끝난  강성희 강제 퇴장  운영위  여심야심 ,Politics
427,야권  화재 현장을 화해 현장 활용  공격,Politics
428,이재명   윤 정부 저격  이언주에 복당 권유    고민하겠다 ,Politics
429,  한동훈 충돌 봉합    김건희 성역화  되레 강화됐다,Politics
430, 국힘 탈당  이언주에게 손 내민 이재명  외연 확장 일환 ,Politics
431, 김건희 리스크 가 삼켜버린 대통령 신년 기자회견,Politics
432,  정부 저격수  이언주   년 만에 민주당 복당하나,Politics
433, 당권 재편기 에 또 등장한  윤심 압박   버텨낸 한동훈의 동력은 이런정치 ,Politics
434,금태섭  윤석열 한동훈 같은 뿌리 곧 봉합  이상민  이관섭 책임져야 ,Politics
435,비명 지역구 노리는 친명  이수진 양이원영 등 속속 도전장,Politics
436,이준석  개혁신당  인재영입위원장  겸임,Politics
437, 영상  민주당  대통령 당무 개입 사실  한동훈 위원장 본인 입으로 확인 ,Politics
438, 사사건건 플러스  천하람  지하철 없는 지역 고령층도 살펴야 통합 자체가 목표 아냐 ,Politics
439,정영환 공관위원장  줄세우기 공천 계파 공천 구태 끊어내겠다 ,Politics
440,추미애  윤석열 키운 임종석 노영민 석고대죄해야 ,Politics
441,친명계  비명계 지역구 잇단 도전장  공천 계파갈등 격화,Politics
442, 정치사색  윤대통령 한동훈 서천화재 공동 행보 갈등 봉합 분기점 맞나,Politics
443,새로운미래 미래대연합   정치개혁  고리로 야당발 신당 통합 시동,Politics
444,녹색 정의 연합정당  월  일 창당  사이비 제 세력과 달라 ,Politics
445,김근식  김건희  교통사고 피해자지만 차도냐 인도냐  따질 부분은 있어 ,Politics
446,이재명  국민의힘 탈당 이언주에 복당 권유  늦지 않게 결론 내릴 것 ,Politics
447,정의당  녹색당과 선거연합정당 공식화 제 지대와도 차별화 공언,Politics
448,한동훈  윤에 깊은 존중과 신뢰 마음 가져 변함 전혀 없어 ,Politics
449,한동훈  웃으며   도 폴더인사     악수 뒤  어깨 툭 ,Politics
450,김병욱  노후도시특별법 민주당 주도  김은혜 속기록 보고 오라 ,Politics
451, 선 노리는 주호영에  다선 피로감  공격하는 예비후보들 수성구갑       총선 격전지 속으로 ,Politics
452,안형환 전 의원  송파갑 출마  윤석열 정부 성공 뒷받침 ,Politics
453, 관광객  서 괴한 습격 외교부  미온적 대응  주장 부인 종합 ,Politics
454, 무기 거래  증거 없다 는 러 대사에 외교부  즉각 중단 강력 촉구 ,Politics
455,갈등 논란 후 첫 대면   한동훈  조기 봉합수순 돌입,Politics
456, 현장연결  한동훈  서천 화재 방문후 상경 취재진 질의응답,Politics
457, 현장영상   한동훈   대통령에 대해 존중 신뢰 마음   변함 없어 ,Politics
458, 뉴스큐  신평  한동훈  과도한 대선 행보가 갈등의 근본 ,Politics
459,    전용열차 동승해 서울로 피해 상인들  사진만 찍고 갔다 ,Politics
460,지속가능한 도시 및 미래지향적 신도시  우뚝   인천형 행정체제 개편  서구 검단구 ,Politics
461,이준석  약속대련  차전은 한동훈 우세승    차전 있을 것 ,Politics
462, 약속대련  주장 이어가는 이준석   차전 한동훈 우세승으로 끝날 것 ,Politics
463,국힘 최승재   대형마트 휴무 폐지  발표에  즉각 철회해야 ,Politics
464,      갈등 봉합  서천 화재현장 상인들  사람 우습게 보이나  분통  영상 ,Politics
465,이재명  이언주에  힘 합치자  복당 권유  진지하게 고민 중 ,Politics
466,이재명   국힘 탈당  이언주에 러브콜 외연확장 나선  ,Politics
467, 인터뷰전문  정청래  대통령 임기  년 남아 윤 한 갈등 결국은 대통령 승리로 끝날 듯 ,Politics
468,새미래 미래연  통합  군불   공동 창당대회 방안 논의중 ,Politics
469, 문재인 패권  이언주  이재명 권유에 복당 검토,Politics
470,   법무부 장관으로 지명한 박성재 전 서울고검장은 누구 ,Politics
471, 단독  중대재해법 기소된 원경환    검증위  적격 ,Politics
472,   도  인사하고 팔 두드리고     정면충돌 이틀 만에  봉합  ,Politics
473,민주당    조 규모  수도권 지상철도 지하화  공약 추진,Politics
474,이재명   윤정부 저격  이언주에 복당 권유 이언주  진지하게 고민  종합 ,Politics
475,  정부 포퓰리즘 남발   포퓰리즘  비판받던 이재명 역공 속내,Politics
476, 윤 대통령  반도체 등 첨단산업 망하게 하려 작정했나 ,Politics
477, 문재인 저격수  이언주  민주당 복당  이재명 권유,Politics
478, 양자 기술 로   극초음속 미사일 잡는다,Politics
479,비명계엔  친명 자객   이언주엔  러브콜   민주당다움 의 다른 잣대,Politics
